KEGG_Drug_ID,CanSmiles,class_index
D01216,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,6
D01217,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,4
D01219,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4,9
D01220,CCN(CC)C1=CC(=NC2=NC=NN12)C,2
D01222,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O,0
D01223,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,7
D01224,CC(C(C1=CC=CC=C1)O)N.Cl,11
D01225,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-],0
D01226,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,9
D01227,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC.O,2
D01228,C[N+]1=CC=CC(=C1)OC(=O)N(C)CCCCCCN(C)C(=O)OC2=C[N+](=CC=C2)C.[Br-].[Br-],9
D01229,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)F,5
D01230,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,9
D01233,CC(C(C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC.Cl,2
D01234,CC(C)(CO)C(C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)O,0
D01235,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,6
D01236,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6.Cl,2
D01238,CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)[O-])OC(=O)CCC.[Na+],2
D01240,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O,2
D01243,CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl,9
D01244,C1CC(OC1)N2C=C(C(=O)NC2=O)F,7
D01245,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,9
D01249,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+],6
D01252,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,8
D01253,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,9
D01254,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C,9
D01255,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C,0
D01256,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,2
D01258,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,13
D01260,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,11
D01261,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,12
D01262,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC#N)SC1)C(=O)[O-].[Na+],6
D01263,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,4
D01264,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl,7
D01266,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C,3
D01267,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,9
D01268,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,9
D01269,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.C(CC(=O)O)C(=O)O,4
D01270,CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3,7
D01271,CCCCOC1=CC=C(C=C1)CC(=O)NO,8
D01272,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,3
D01275,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,7
D01276,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O,6
D01277,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,2
D01280,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[K+],1
D01281,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,4
D01282,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O,1
D01283,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC5=C(CCC5)C=C4)C(=O)[O-])C.[Na+],6
D01285,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl,9
D01287,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,9
D01288,CC1=C(OC2=C(C1=O)C=CC(=C2CN(C)C)OC)C3=CC=CC=C3.Cl,11
D01289,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,8
D01290,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,2
D01292,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,9
D01293,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,9
D01294,CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C,4
D01295,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,9
D01296,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,9
D01297,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4.Cl.Cl,0
D01298,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[K+],0
D01299,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)OC(=O)C,4
D01301,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4C3(C(=CC(=O)C4)C)C)C,0
D01302,C1=CC=C2C(=C1)C=NN=C2NN.Cl,2
D01303,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,9
D01304,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2.COS(=O)(=O)[O-],2
D01305,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,8
D01306,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,0
D01307,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,2
D01308,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,3
D01310,CCCC(C)C1(C(=O)NC(=O)[N-]C1=O)CC=C.[Na+],9
D01311,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I,13
D01312,C1=C(C(=C(C(=C1I)NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,13
D01313,C1=CC=C(C=C1)N(CCC(=O)O)C(=O)C2=C(C(=C(C=C2I)I)N)I,13
D01314,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C.Cl,9
D01316,CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,9
D01317,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.O.Cl.Cl,11
D01319,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCOC(=O)C(C)C)C,0
D01320,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],2
D01321,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,9
D01322,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,6
D01324,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,11
D01325,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,8
D01326,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3.Cl,2
D01327,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,3
D01328,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,9
D01333,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,2
D01335,C1N(CSC(=S)N1CC2=CC=CC=C2)CC3=CC=CC=C3,3
D01336,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,11
D01337,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)[O-])O2)O)O.[Na+],1
D01338,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,8
D01339,CCC(=O)OC1CC(=O)OC(CC=CC=CC(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,6
D01342,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+],13
D01344,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,8
D01346,C1=CC=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,13
D01347,C1CCC2=C(C1)C=CC=C2NC3=NCCN3.Cl,11
D01348,CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C,4
D01349,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O.Cl.Cl,11
D01351,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,9
D01352,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,4
D01354,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,9
D01355,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O.Cl,9
D01356,COCCOC1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=CC=C2.[Na+],0
D01358,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,9
D01360,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,11
D01362,CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,11
D01363,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],7
D01365,CCOC1=CC(=C(C=C1C(=O)CCC(=O)O)OCC)OCC,0
D01366,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,2
D01368,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,4
D01369,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O.Cl,2
D01370,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,7
D01371,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,9
D01372,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,9
D01373,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O.CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O.C(=CC(=O)O)C(=O)O,11
D01374,CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,4
D01375,CC1=CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4OC(=O)C)C)C,0
D01376,CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I,13
D01377,CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC.[Br-],0
D01379,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,2
D01380,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,9
D01382,CCC1(C(=O)NC(=O)N(C1=O)C)CC,9
D01383,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,9
D01384,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(C=C2)C4CCC3C4,3
D01385,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,11
D01387,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,3
D01388,C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,13
D01389,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O.Cl,11
D01391,CC(C)C(C(=O)NC(=O)N)Br,9
D01393,C1CNCCN1.O.OP(=O)(O)O,10
D01399,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,9
D01401,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-].OS(=O)(=O)O,6
D01405,C1=CC(=CC(=C1)O)C(CN)O.Cl,2
D01406,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)[O-])C.CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)[O-])C.[Ca+2],0
D01407,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,6
D01408,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F.Cl,9
D01412,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,9
D01413,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,4
D01414,CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O,0
D01415,CC(OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)CC3=CSC(=N3)N)CSC4=NN=NN4CCN(C)C)OC(=O)OC5CCCCC5.Cl.Cl,6
D01419,C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2,2
D01421,C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.[Na+],13
D01427,CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3.OP(=O)(O)O,11
D01430,CC(C(=O)NCC(=O)O)S,4
D01431,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O,6
D01436,C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl,2
D01440,CCN(CC)CCOC1=CC=CC=C1C(=O)CCC2=CC=CC=C2.Cl,2
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,7
D01445,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3.CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3.C(C(C(=O)O)O)(C(=O)O)O,2
D01446,C(=O)([O-])[O-].O.[Mg+2],0
D01447,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C.CS(=O)(=O)O.CS(=O)(=O)O,9
D01448,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,9
D01450,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.O.Cl,9
D01451,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-],0
D01452,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)OC(C)C)O)O,12
D01453,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.O,9
D01454,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O.Cl,2
D01455,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4.C(CC(=O)O)C(=O)O,2
D01458,CCCCC(C=C(C)C=CC=CC(=O)N1CCCC1=O)O,3
D01464,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F,3
D01465,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl.C(=CC(=O)O)C(=O)O,9
D01466,CCOC1=CC=CC=C1C(=O)N,9
D01467,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2.Cl,0
D01471,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2
D01472,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O.O,3
D01473,COC1(C2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)[O-])CC(=O)CSC(F)F.[Na+],6
D01474,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,13
D01477,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,9
D01478,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,11
D01479,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O.Cl,11
D01481,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O.OP(=O)(O)O,9
D01482,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N.Cl.Cl,9
D01485,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,9
D01486,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O.CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O.[N+](=O)(O)[O-].[N+](=O)(O)[O-].O.O.O,6
D01489,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C.[Na+].[Na+],6
D01490,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,11
D01495,CN1CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1.C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)O)C(=O)O,11
D01499,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C.Cl,6
D01500,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,0
D01501,CC(=NNC(=O)C1=CC=NC=C1)C(=O)[O-].CC(=NNC(=O)C1=CC=NC=C1)C(=O)[O-].[Ca+2],6
D01506,CC1=CC2=C(CC3C4C2(CCCC4)CCN3C)C=C1.OP(=O)(O)O,11
D01507,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,8
D01512,CC(C)[NH2+]CC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O.[Cl-],12
D01513,CC(C1=CC=C(C=C1)NCC(=C)C)C(=O)O,8
D01514,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,9
D01517,C1C(=C(N2C(S1)C(C2=O)NC(=O)CN3C=NN=N3)C(=O)[O-])CSC4=NN=CS4.[Na+],6
D01518,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,0
D01520,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C.Cl,9
D01522,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,9
D01523,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N.OS(=O)(=O)O,6
D01525,CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)[O-].O.O.O.[Na+],1
D01526,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N,6
D01528,COC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,6
D01529,CC(=CCCC(=CCCC(=CCCC(=O)OCC=C(C)CCC=C(C)C)C)C)C,0
D01530,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C3=CN=CC=C3)C,0
D01531,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O.O.O.O,6
D01532,C[N+]1(CCCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.COS(=O)(=O)[O-],0
D01537,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3.Cl,9
D01538,CCC(C)C(C1=CC=CC=C1)C(=O)OCC[N+](C)(CC)CC.[Br-],0
D01540,CO[Si](C)(C)[Si](C)(C)C,10
D01542,CCCCCCCCCCCCCCCCCC(=O)OCCO,0
D01545,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,8
D01546,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31.Cl,9
D01548,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=C(CCC6=CC=CC=C64)C=C(C=C5)Cl.Cl.Cl,9
D01549,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O.Cl,2
D01551,CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)[O-])O)O.[Na+],1
D01552,CC1=NN(C(=O)C1)C2=CC=CC=C2,9
D01553,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC.Cl.Cl,2
D01555,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,13
D01560,C1=C(N=C(S1)N)C(=NOCC(=O)[O-])C(=O)NC2C(N(C2=O)S(=O)(=O)[O-])COC(=O)N.[Na+].[Na+],6
D01561,C(C(C(=O)[O-])O)(C(=O)O)O.[K+],0
D01563,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)[O-])O.[Na+].[Na+],13
D01566,C(CCCN=C(N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O.Cl.Cl.Cl,7
D01567,CC(=O)CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,8
D01569,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.C1=CC=C(C=C1)C2=C(C=CC(=C2)C(=O)C3=CC=CC=C3C(=O)O)O,11
D01570,CC(C)NC(C)CC1=CC=C(C=C1)I.Cl,13
D01572,C[N+]1=CC=CC=C1C=NO.[I-],13
D01573,CCNCC(C1=CC(=CC=C1)O)O.Cl,2
D01576,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,11
D01578,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,12
D01580,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,4
D01581,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,8
D01582,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,8
D01583,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,7
D01584,COC1=CC=C(C=C1)C2=CC(=S)SS2,0
D01588,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],0
D01592,CNCCC1=CC=CC=N1.CS(=O)(=O)O.CS(=O)(=O)O,9
D01593,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,9
D01597,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,9
D01599,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,0
D01601,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C,6
D01603,C[NH2+]C(=NC)NCC1=CC=CC=C1.C[NH2+]C(=NC)NCC1=CC=CC=C1.[O-]S(=O)(=O)[O-],2
D01605,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,2
D01606,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC.Cl.Cl,2
